QUIZ BASE 2022 PATENTE NAUTICA;None;RISPOSTA 1                    V/F;RSPOSTA 2                        V/F;RISPOSTA 3                         V/F;
493;None;E' possibile l'uso della rete a circuizione per l'esercizio della pesca sportiva con unita' da diporto?;si', per la pesca sportiva in ore notturne.;F;si', per la pesca sportiva in ore diurne.;F;no, non e' possibile.;V
494;None;E' possibile praticare la pesca professionale a bordo delle unita' da diporto?;no, non e' possibile.;V;si', a seguito di rilascio del previsto permesso di pesca.;F;si', e' possibile.;F
495;None;L'esercizio della pesca subacquea sportiva e' vietato a distanza inferiore a:;200 metri dalle spiagge frequentate da bagnanti.;F;100 metri dagli impianti fissi di pesca.;V;500 metri dalle navi all'ancora in rada.;F
496;None;La pesca subacquea sportiva puo' essere esercitata con l'uso di apparecchi ausiliari di respirazione?;si, in ogni caso.;F;no, mai.;V;si, ma solo per la raccolta di coralli, molluschi e crostacei.;F
497;None;L'esercizio dell'attivita' di pesca sportiva (non subacquea) con l'unita' da diporto:;e' soggetto a limiti di eta'.;F;e' vietato a meno di 500 metri da unita' in attivita' di pesca professionale.;V;non ammette l'uso di fonti luminose notturne, senza alcuna eccezione.;F
498;None;Da cosa dipende la resistenza alla trazione di un'ancora?;dalla conformazione del diamante.;F;dal suo peso e, in parte, dalla forma.;V;dalla presenza di spigoli vivi.;F
499;None;Quali tra questi fattori dovranno essere tenuti in considerazione prima di dare fondo all'ancora?;il rapporto tra la lunghezza dell'unita' navale e le lunghezze di catena da filare in relazione all'altezza minima e massima delle onde.;F;la distanza tra il verricello dell'ancora e il livello medio del mare, nonche' l'altezza minima delle onde.;F;la presenza di possibili divieti nonche' la situazione meteomarina locale.;V
500;None;Quante lunghezze di cima-catena e' opportuno filare durante la manovra di ancoraggio?;da 3 a 5 volte il fondale.;V;da 1 a 2 volte il fondale.;F;una quantita' di catena prossima alla profondita' del fondale..;F
501;None;Quando viene utilizzato di massima l'ormeggio su di un ancora o a ruota?;in presenza di condimeteo particolarmente avverse.;F;negli specchi d'acqua caratterizzati da un adeguato spazio libero intorno.;V;con una quantita' di catena tale da farla risultare a picco.;F
502;None;Quale tipologia di ancoraggio e' opportuno adottare, di massima, nei fiumi?;utilizzando due ancore le cui catene siano disposte parallelamente tra loro e affondate in direzione perpendicolare alla corrente.;F;utilizzando due ancore le cui catene creino tra loro un angolo di 180ï¿½, affondate nella direzione della corrente.;V;utilizzando una sola ancora la cui catena abbia una lunghezza pari a due volte il fondale.;F
503;None;L'ancora a ombrello, con le marre richiudibile, e' generalmente e' utilizzata:;da piccole unita', tra cui i battelli gonfiabili.;V;da unita' di grandi dimensioni.;F;da unita'  a vela.;F
504;None;Quali sono le principali caratteristiche del grappino?;si tratta di un'ancora di piccole dimensioni a otto marre fisse con artigli, utilizzata per ancoraggi di unita' navali di grandi dimensioni.;F;si tratta di un'ancora di piccole dimensioni a quattro marre mobili, utilizzata per manovre di affiancamento ad altre unita'.;F;si tratta di un'ancora di piccole dimensioni a quattro marre fisse, utilizzata solo per ancoraggi di piccole unita'.;V
505;None;Quali sono le principali caratteristiche dell'ancora Bruce?;e' un'ancora costruita in lega di carbonio dotata di due marre divergenti e semi- mobili.;F;e' un'ancora costruita in un'unica marra mobile a forma di martello.;F;e' un'ancora costituita da un monoblocco, dotata di una sola marra a forma di ala e priva di altre parti articolate.;V
506;None;Le catene dell'ancora utilizzate a bordo delle imbarcazioni sono costituite da maglie aventi forma:;circolare.;F;ellittica.;V;iperbolica.;F
507;None;"Cosa si intende per ""barbotin""?";l'argano utilizzato per agevolare l'issaggio dei pesi a bordo dell'unita' navale.;F;la ruota sagomata con impronta della catena, posta alla base del verricello, che evita lo slittamento delle maglie di catena durante le operazioni di manovra dell'ancora.;V;un verricello utilizzato per tenere le ancore in tensione durante la manovra di ancoraggio.;F
508;None;Quale vantaggio offre l'ancoraggio mediante due ancore afforcate?;ridurre il campo di giro dell'unita' che cosi' assume una configurazione ellittica a differenza dell'ancoraggio a ruota.;V;velocizzare la manovra di ancoraggio dell'unita' rispetto all'ancoraggio con una sola ancora.;F;garantire l'ancoraggio di un'unita' anche su fondali particolarmente rocciosi.;F
509;None;Quali sono le fasi principali che caratterizzano una manovra di ancoraggio?;si dirige sul posto di ancoraggio a velocita' moderata e con la poppa al vento. Si fila la catena dell'ancora dando un leggero colpo a marcia avanti.;F;si dirige sul posto di ancoraggio a velocita' di crociera e con la prora sottovento. Si fila l'ancora completamente una volta che l'unita' e' ferma.;F;si dirige sul posto di ancoraggio con il solo abbrivio, mantenendo la prua al vento o alla corrente. Si da' fondo all'ancora, dando contemporaneamente un leggero colpo a marcia indietro.;V
510;None;Quando e' opportuno utilizzare la grippia e il grippiale prima di dare fondo all'ancora?;se si e' costretti ad ancorare su un fondale roccioso o cosparso di relitti, ove l'ancora puo' restare incastrata.;V;se si e' costretti ad ancorare su un fondo fangoso, ove l'ancora puo' penetrare molto.;F;se si e' costretti ad ancorare su un fondo sabbioso o argilloso ove l'ancora puo' arare.;F
511;None;"Com'e' costituita una ""grippia""?";da una catena formata da maglie ellittiche, di cui un'estremita' e' vincolata al maniglione  dell'ancora e l'altra a un parabordo.;F;da una cima piuttosto sottile, di cui un'estremita' e' vincolata al diamante dell'ancora mentre l'altra e' attestata ad un gavitello.;V;da una catena formata da maglie circolari, di cui un'estremita' e' vincolata al maniglione dell'ancora e l'altra a un golfare posto a proravia dell'unita' navale.;F
512;None;Quali accorgimenti devono essere adottati per controllare la corretta tenuta dell'ancora?;e' opportuno effettuare delle ispezioni subacquee a intervalli di tempo regolare.;F;e' opportuno effettuare dei rilevamenti  successivi, mediante di punti cospicui della costa, oppure dei punti nave successivi.;V;scandagliare il fondale a prora e a poppa rispettivamente all'alba e al tramonto.;F
513;None;I bracci delle ancore sono denominati:;uncini.;F;bracci.;F;marre.;V
514;None;Quando un'ancora fa testa, significa che:;ha fatto presa sul fondo.;V;si e' staccata dalla catena.;F;non si riesce a salpare.;F
515;None;Riguardo alla tenuta di un ancoraggio, si puo' dire che:;il calumo e' bene che sia lungo al massimo due-tre volte il fondale.;F;se il fondo e' in pendenza, l'ancora deve essere tirata verso il fondale piu' profondo.;F;l'ancora deve rimanere orizzontale sul fondo, anche se la barca fa forza sul calumo.;V
516;None;La parte inferiore, al centro delle marre, di un'ancora e' denominata:;patta.;F;ceppo.;F;diamante.;V
517;None;Il termine calumo indica:;che abbiamo finito di calare un'ancora.;F;la profondita' della zona ove si vuole dar fondo all'ancora.;F;la parte di catena che viene a trovarsi fuori bordo.;V
518;None;Secondo una buona regola marinara, qual e' il peso ideale di un'ancora da utilizzare per un'unita' di 10 metri?;tra 21 e 25 Kg.;F;tra 10 e 14 Kg.;F;tra 15 e 20 Kg.;V
519;None;Un'unita' afforcata e' quell'unita' che:;non riesce a spedare le ancore.;F;ha dato fondo a 2 ancore con calumi aperti a 180 gradi circa.;F;ha dato fondo a 2 ancore con calumi aperti a 45 gradi circa.;V
520;None;Nell'ancoraggio alla ruota cosa non e' da fare?;dare un calumo adatto alle condizioni meteo.;F;prendere dei rilevamenti di un paio di punti della costa.;F;dar fondo anche da poppa ad un'ancora supplementare.;V
521;None;Se un'ancora non tiene, si dice che:;sta arando.;V;fa testa.;F;sta agguantando.;F
522;None;Com'e' denominata la parte dell'ancora che fa presa sul fondo?;marra.;V;diamante.;F;fuso.;F
523;None;"La ""grippia"" e' una cima che si lega:";al fuso per regolare l'ancoraggio.;F;al diamante dell'ancora per facilitarne il recupero.;V;all'anello dell'ancora per evitare che l'ancora ari.;F
524;None;Per stare alla fonda con mare calmo su un fondale di 16 metri, quanta cima bisogna filare?;almeno 38 metri.;F;almeno 40 metri.;F;almeno 48 metri.;V
525;None;"Il ""ferro"" a grappino e':";un gancio per le vele.;F;un ancorotto per piccole imbarcazioni.;V;un tipo di ancora di emergenza.;F
526;None;Per stare alla fonda con mare calmo su un fondale di 9 metri, quanta cima bisogna filare?;almeno 21 metri.;F;almeno 15 metri.;F;almeno 27 metri.;V
527;None;Per stare alla fonda con mare calmo su un fondale di 5 metri, quanta cima bisogna filare?;almeno 12 metri.;F;almeno 15 metri.;V;almeno 11 metri.;F
528;None;Quando un'ancora fa testa, significa che:;ha fatto presa sul fondo.;V;si e' staccata dalla catena.;F;non si riesce a salpare.;F
529;None;Riguardo alla tenuta di un ancoraggio, si puo' dire che:;il calumo e' bene che sia lungo al massimo due volte il fondale.;F;se il fondo e' in pendenza, l'ancora deve essere tirata verso il fondale piu' profondo.;F;il calumo viene aumentato da 3 a 5 volte il fondale in funzioni delle condizioni meteomarine.;V
530;None;La parte inferiore, al centro delle marre, di un'ancora e' denominata:;patta.;F;ceppo.;F;diamante.;V;
531;None;Il termine calumo indica:;che abbiamo finito di calare un'ancora.;F;la profondita' della zona ove si vuole dar fondo all'ancora.;F;la lunghezza di cima e/o catena filati per dar fondo all'ancora.;V;
532;None;Ancorare alla ruota significa:;il giro di 360 gradi intorno all'ancora per rendere efficace il grippiale.;F;il giro di 360 gradi effettuato intorno all'ancora prima di aver dato fondo.;F;la liberta' di rotazione di 360 gradi dell'imbarcazione alla fonda.;V;
533;None;l'ancoraggio utilizzando una sola ancora filata di prora e' denominato:;incattivito.;F;alla ruota.;V;appennellato.;F;
534;None;Di un'ancora si dice che speda se:;ha fatto presa sul fondo.;F;non tiene la presa sul fondo.;V;e' sospesa sotto la prua.;F;
535;None;Le cosiddette ancore appennellate si hanno quando:;"per una migliore tenuta in condizioni critiche, al diamante dell'ancora principale viene fissata una seconda ancora, detta ""pennello"", con una catena di 4-6 metri";V;si da' fondo a 2 ancore con calumi aperti a 180 gradi circa.;F;si da' fondo a 2 ancore con calumi aperti a 45 gradi circa.;F;
536;None;Con riferimento all'utilizzo dell'ancora in funzione del fondale, e' possibile affermare che:;lunghezza del cavo-catena deve essere sempre superiore a 6 volte il fondale.;F;l'ancora Danforth e' ottima su fondali sabbiosi-fangosi.;V;l'ancora Danforth e' consigliata sui fondali rocciosi.;F;
537;None;Con riferimento ai vari tipi di ancore, e' possibile affermare che:;la Bruce e' la tipica ancora delle navi, passante lo scafo attraverso l'occhio di cubia.;F;la Danforth e' adatta allo scoglio.;F;la CQR e la Delta sono tipi di ancora per tutti i fondali.;V;
538;None;L'ancoraggio in una baia di piu' unita' a murata, e':;sconsigliato perche' si e' esposti al moto ondoso.;V;consigliato solo tra barche a vela.;F;consigliato solo tra barche a motore.;F;
539;None;La procedura comunemente utilizzata per un coretto ancoraggio e':;dopo aver filato una quantita' di cavo-cima pari almeno 3 volte il fondale, si spegne il motore.;F;dopo aver filato un'adeguata quantita' di calumo, si inizia a indietreggiare leggermente, continuando a filare il cavo-cima, al fine di stendere il calumo opportuno e far fare testa all'ancora;V;dopo aver filato una quantita' di cavo-cima pari alla profondita' del fondale, si indietreggia velocemente.;F;
540;None;La procedura comunemente utilizzata per un coretto ancoraggio e':;dopo aver ingranato la retromarcia, si inizia a calare l'ancora.;F;dopo aver disposto la prua dell'unita' al vento, esaurito l'abbrivio, si cala l'ancora.;V;dopo aver filato una quantita' adeguata di calumo, si dispone l'unita' con prua al vento.;F
541;None;Nella situazione illustrata di unita' alla fonda, dove e' piu' opportuno calare l'ancora?;nel punto A.;F;nel punto B.;F;nel punto C.;V
542;None;Qual e' la posizione corretta per l'ancoraggio nella rada affollata riportata in figura?;quella della barca A, perche' piu' esterna alle altre unita'.;F;quella della barca B, perche' ha spazio per la ruota.;V;quella della barca C, perche' e' la piu' lontana dalle altre unita'.;F
543;None;In caso di ancoraggio con vento forte, e' consigliabile:;iniziare ad ingranare la retromarcia prima di calare l'ancora.;F;calare con prudenza e lentamente l'ancora.;F;filare velocemente una quantita' di catena opportuna, allentando il barbotin del verricello salpancora.;V
544;None;In caso di vento forte, dovendo dare fondo all'ancora per poi ormeggiarsi di poppa alla banchina, e' opportuno:;dare fondo all'ancora leggermente sopravento rispetto al posto barca che si vuole occupare.;V;dare fondo all'ancora leggermente sottovento rispetto al posto barca che si vuole occupare.;F;dare fondo in asse rispetto al posto barca che si vuole occupare.;F
545;None;L'ancoraggio in baia di piu' unita' a murata e':;sconsigliato perche' si e' esposti al moto ondoso.;V;consigliato solo tra barche a vela.;F;consigliato solo tra barche a motore.;F
546;None;In tema di ancore, quale affermazione e' corretta?;la Bruce e' adatta allaPosidonia.;F;la CQR e' particolarmente adatta allo scoglio.;F;le ancore a tenuta dinamica, ad esempio Mantus e Ultra, sono adatte a tutti i fondali.;V
547;None;In ancoraggio, quale e' il calumo, cioe' la lunghezza di cavo o catena, minimo da dare rispetto alla profondita' del fondale?;1 volte il fondale.;F;6 volte il fondale.;F;3 volte il fondale.;V
